/* DATA DESCRIPTION:
Citation:	Erhardt, Tobias; Capron, Emilie; Rasmussen, Sune Olander; Schüpbach, Simon; Bigler, Matthias; Adolphi, Florian; Fischer, Hubertus (2018): NGRIP high resolution calcium, sodium concentrations and layer thickness (over warming events, 10-60ka). PANGAEA, https://doi.org/10.1594/PANGAEA.896740, 
	In supplement to: Erhardt, T et al. (2019): Decadal-scale progression of the onset of Dansgaard–Oeschger warming events. Climate of the Past, 15(2), 811-825, https://doi.org/10.5194/cp-15-811-2019
Related to:	Gkinis, Vasileios; Simonsen, Sebastian B; Buchardt, Susanne L; White, James W C; Vinther, Bo Møllesøe (2014): Water isotope diffusion rates from the NorthGRIP ice core for the last 16,000 years – Glaciological and paleoclimatic implications. Earth and Planetary Science Letters, 405, 132-141, https://doi.org/10.1016/j.epsl.2014.08.022
	North Greenland Ice Core Project Members; Andersen, Katrine K; Azuma, Nobuhiko; Barnola, Jean-Marc; Bigler, Matthias; Biscaye, Pierre Eginton; Caillon, Nicolas; Chappellaz, Jérôme A; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Fischer, H; Flückiger, Jacqueline; Fritzsche, Diedrich; Fujii, Yushiyuki; Goto-Azuma, Kumiko; Grönvold, Karl; Gundestrup, Niels S; Hansson, Margareta E; Huber, C; Hvidberg, Christine Schøtt; Johnsen, Sigfús Jóhann; Jonsell, Ulf; Jouzel, Jean; Kipfstuhl, Sepp; Landais, Amaelle; Leuenberger, Markus Christian; Lorrain, Reginald D; Masson-Delmotte, Valerie; Miller, H; Motoyama, Hideaki; Narita, H; Popp, Trevor; Rasmussen, Sune Olander; Raynaud, Dominique; Röthlisberger, Regine; Ruth, Urs; Samyn, D; Schwander, Jakob; Shoji, Hitoshi; Siggaard-Andersen, Marie-Louise; Steffensen, J P; Stocker, T; Sveinbjörnsdottir, Árný E; Svensson, Anders M; Takata, Morimasa; Tison, Jean-Louis; Thorsteinsson, Thorsteinn; Watanabe, Okitsugu; Wilhelms, Frank; White, James W C (2004): High-resolution record of Northern Hemisphere climate extending into the last interglacial period. Nature, 431(7005), 147-151, https://doi.org/10.1038/nature02805
	Svensson, Anders M; Andersen, Katrine K; Bigler, Matthias; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Davies, Siwan M; Johnsen, Sigfús Jóhann; Muscheler, Raimund; Parrenin, Frédéric; Rasmussen, Sune Olander; Röthlisberger, Regine; Seierstad, Inger K; Steffensen, Jørgen Peder; Vinther, Bo Møllesøe (2008): A 60 000 year Greenland stratigraphic ice core chronology. Climate of the Past, 4(1), 47-57, https://doi.org/10.5194/cp-4-47-2008
Coverage:	LATITUDE: 75.100000 * LONGITUDE: -42.320000
	DATE/TIME START: 1996-07-01T00:00:00 * DATE/TIME END: 1996-07-01T00:00:00
	MINIMUM ELEVATION: 2917.0 m * MAXIMUM ELEVATION: 2917.0 m
Event(s):	NGRIP (NorthGRIP) * LATITUDE: 75.100000 * LONGITUDE: -42.320000 * DATE/TIME: 1996-07-01T00:00:00 * ELEVATION: 2917.0 m * LOCATION: Greenland * CAMPAIGN: NGRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * COMMENT: Age of the middle of the sampling interval in years BP (before 1950) on the GICC05 age scale for NGRIP
	Ageprofile Datum Description (Ageprof dat des) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de)
	Sodium [ng/g] (Na+) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * METHOD/DEVICE: Continuous Flow Analysis (CFA)
	Calcium [ng/g] (Ca2+) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * METHOD/DEVICE: Continuous Flow Analysis (CFA)
	Layer thickness [m] (Thickness) * PI: Erhardt, Tobias (https://orcid.org/0000-0002-6683-6746, tobias.erhardt@awi.de) * METHOD/DEVICE: Calculated * COMMENT: Calculated from the age model
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	19498 data points
*/
Age [ka BP]	Ageprof dat des	Na+ [ng/g]	Ca2+ [ng/g]	Thickness [m]
46.8390	GI-12c	70.6005	149.4196	0.0125
46.8410	GI-12c	65.0370	163.3334	0.0140
46.8430	GI-12c			0.0115
46.8450	GI-12c			0.0135
46.8470	GI-12c	118.3443	289.7914	0.0155
46.8490	GI-12c	108.6229	294.7640	0.0180
46.8510	GI-12c	130.9528	282.7027	0.0145
46.8530	GI-12c	63.4611	204.8813	0.0165
46.8550	GI-12c	80.5968	343.6873	0.0190
46.8570	GI-12c	102.2902	414.4982	0.0125
46.8590	GI-12c	68.9625	371.6835	0.0170
46.8610	GI-12c	51.4105	208.6626	0.0160
46.8630	GI-12c	57.6995	199.9684	0.0130
46.8650	GI-12c	60.1467	184.0527	0.0160
46.8670	GI-12c	85.8978	200.2513	0.0125
46.8690	GI-12c	64.7197	178.4114	0.0160
46.8710	GI-12c	79.8222	189.8586	0.0185
46.8730	GI-12c	122.3032	236.5356	0.0135
46.8750	GI-12c	86.6438	230.2693	0.0140
46.8770	GI-12c	77.5570	193.3595	0.0190
46.8790	GI-12c	94.3198	211.4270	0.0135
46.8810	GI-12c	40.5706	158.9276	0.0135
46.8830	GI-12c	77.8572	157.1341	0.0145
46.8850	GI-12c	102.5250	290.6798	0.0160
46.8870	GI-12c	45.5446	190.2418	0.0155
46.8890	GI-12c	94.3594	340.7172	0.0150
46.8910	GI-12c	81.5174	293.1753	0.0145
46.8930	GI-12c	26.8622	150.2209	0.0145
46.8950	GI-12c	84.4582	194.7381	0.0125
46.8970	GI-12c	82.2577	242.8735	0.0155
46.8990	GI-12c	112.4288	247.8667	0.0130
46.9010	GI-12c	83.3363	216.5675	0.0125
46.9030	GI-12c	70.1374	213.0972	0.0125
46.9050	GI-12c	52.5566	173.7445	0.0165
46.9070	GI-12c	95.4374	203.7080	0.0155
46.9090	GI-12c	131.0595	318.1396	0.0140
46.9110	GI-12c	73.4178	221.2014	0.0175
46.9130	GI-12c	89.7055	293.3121	0.0115
46.9150	GI-12c	72.7680	276.3195	0.0135
46.9170	GI-12c	58.7364	210.3763	0.0110
46.9190	GI-12c	61.0655	226.2524	0.0100
46.9210	GI-12c	51.1634	219.8576	0.0125
46.9230	GI-12c	88.5741	301.3419	0.0110
46.9250	GI-12c	153.6456	493.3273	0.0145
46.9270	GI-12c	171.0875	723.5921	0.0075
46.9290	GI-12c	126.8619	445.6016	0.0170
46.9310	GI-12c	149.1046	497.7369	0.0100
46.9330	GI-12c	60.5775	286.0925	0.0135
46.9350	GI-12c	53.0443	193.4848	0.0130
46.9370	GI-12c	60.2070	245.2221	0.0120
46.9390	GI-12c	91.4706	342.8916	0.0120
46.9410	GI-12c	102.8577	340.5877	0.0090
46.9430	GI-12c	72.8610	317.7710	0.0135
46.9450	GI-12c	68.1216	164.5358	0.0150
46.9470	GI-12c	70.0710	159.6352	0.0140
46.9490	GI-12c	49.8318	136.9421	0.0165
46.9510	GI-12c	62.9228	158.2612	0.0160
46.9530	GI-12c	270.8029	535.4804	0.0120
46.9550	GI-12c	126.6981	429.7870	0.0130
46.9570	GI-12c	88.1275	370.0099	0.0120
46.9590	GI-12c	80.9284	321.0416	0.0100
46.9610	GI-12c	76.6223	343.5008	0.0120
46.9630	GI-12c	91.2580	361.7156	0.0135
46.9650	GI-12c	69.6943	250.4163	0.0185
46.9670	GI-12c	78.2103	231.9947	0.0190
46.9690	GI-12c	90.5613	403.8495	0.0150
46.9710	GI-12c	132.5251	551.9921	0.0130
46.9730	GI-12c	112.1609	755.0359	0.0130
46.9750	GI-12c	68.7999	352.6886	0.0155
46.9770	GI-12c	71.7547	247.5661	0.0110
46.9790	GI-12c	69.5769	192.4876	0.0110
46.9810	GI-12c	95.7304	247.5669	0.0105
46.9830	GI-12c	107.1067	320.6380	0.0165
46.9850	GI-12c	63.1912	253.2736	0.0160
46.9870	GI-12c	88.6563	316.2622	0.0100
46.9890	GI-12c	118.8215	365.5010	0.0120
46.9910	GI-12c	138.4347	351.6556	0.0120
46.9930	GI-12c	85.4179	285.8372	0.0130
46.9950	GI-12c	80.7618	251.3928	0.0205
46.9970	GI-12c	53.6315	212.0076	0.0140
46.9990	GI-12c	68.3902	216.7376	0.0120
47.0010	GI-12c	69.5641	233.4959	0.0115
47.0030	GI-12c	81.5578	315.4178	0.0145
47.0050	GI-12c	136.8259	433.8439	0.0135
47.0070	GI-12c	117.7766	336.0149	0.0085
47.0090	GI-12c	56.3668	213.8488	0.0125
47.0110	GI-12c	67.3239	222.6683	0.0120
47.0130	GI-12c	68.6183	257.2668	0.0110
47.0150	GI-12c	90.8102	311.8434	0.0145
47.0170	GI-12c	76.2528	235.7016	0.0135
47.0190	GI-12c	67.0209	214.7131	0.0155
47.0210	GI-12c	93.0452	363.1005	0.0110
47.0230	GI-12c	92.8754	315.6244	0.0225
47.0250	GI-12c	57.4532	225.4061	0.0115
47.0270	GI-12c	100.0983	230.9743	0.0155
47.0290	GI-12c	82.9562	214.5111	0.0250
47.0310	GI-12c	73.9210	229.4775	0.0155
47.0330	GI-12c	95.6760	414.5281	0.0115
47.0350	GI-12c	99.8482	455.3183	0.0155
47.0370	GI-12c	66.4415	232.0452	0.0175
47.0390	GI-12c	114.5854	363.5785	0.0110
47.0410	GI-12c	106.2821	365.3481	0.0095
47.0430	GI-12c	42.3268	184.4079	0.0130
47.0450	GI-12c	80.2414	281.5700	0.0145
47.0470	GI-12c	112.6401	405.3258	0.0125
47.0490	GI-12c	86.3152	293.6064	0.0110
47.0510	GI-12c	94.4889	386.6972	0.0090
47.0530	GI-12c	112.8424	413.9624	0.0170
47.0550	GI-12c	63.6905	234.5652	0.0180
47.0570	GI-12c	71.7336	268.2633	0.0140
47.0590	GI-12c	53.2509	283.9505	0.0160
49.0810	GI-13c	40.7319	39.4782	0.0170
49.0830	GI-13c	45.1398	37.5688	0.0210
49.0850	GI-13c	44.3304	45.0059	0.0145
49.0870	GI-13c	26.2089	40.7458	0.0175
49.0890	GI-13c	23.5073	37.4067	0.0195
49.0910	GI-13c	42.1952	46.0921	0.0150
49.0930	GI-13c	52.8520	69.3525	0.0165
49.0950	GI-13c	34.0757	64.0504	0.0170
49.0970	GI-13c	35.6711	50.9575	0.0195
49.0990	GI-13c	35.5999	53.3477	0.0200
49.1010	GI-13c	24.9789	38.9624	0.0140
49.1030	GI-13c	27.0436	38.2558	0.0270
49.1050	GI-13c	35.3396	56.1979	0.0175
49.1070	GI-13c	24.6452	55.1937	0.0200
49.1090	GI-13c	51.6703	56.9173	0.0185
49.1110	GI-13c	61.9679	66.5407	0.0210
49.1130	GI-13c	48.9660	55.2160	0.0195
49.1150	GI-13c	37.7145	39.0738	0.0145
49.1170	GI-13c	49.2689	37.6594	0.0180
49.1190	GI-13c	26.0502	40.2424	0.0215
49.1210	GI-13c	18.1636	41.9156	0.0175
49.1230	GI-13c	24.8355	32.9934	0.0265
49.1250	GI-13c	25.6571	39.5232	0.0190
49.1270	GI-13c	38.7982	52.2843	0.0180
49.1290	GI-13c	29.7384	46.7994	0.0195
49.1310	GI-13c	22.2921	29.5063	0.0165
49.1330	GI-13c	16.0737	36.3334	0.0140
49.1350	GI-13c	34.4493	57.9085	0.0165
49.1370	GI-13c	41.4816	37.7324	0.0230
49.1390	GI-13c	26.7004	42.1069	0.0240
49.1410	GI-13c	35.9889	47.6126	0.0230
49.1430	GI-13c	34.6514	45.3372	0.0175
49.1450	GI-13c	42.6592	49.1329	0.0195
49.1470	GI-13c	27.5498	49.9602	0.0250
49.1490	GI-13c	45.6982	71.6267	0.0180
49.1510	GI-13c	35.1269	85.9570	0.0170
49.1530	GI-13c	22.7292	65.0087	0.0150
49.1550	GI-13c	28.0292	29.4058	0.0180
49.1570	GI-13c	34.7995	28.8418	0.0155
49.1590	GI-13c	59.7715	41.5579	0.0185
49.1610	GI-13c	105.7824	56.5892	0.0165
49.1630	GI-13c	35.0105	25.3347	0.0190
49.1650	GI-13c	29.4062	28.2270	0.0245
49.1670	GI-13c	30.6683	26.5884	0.0160
49.1690	GI-13c	16.9289	22.3253	0.0185
49.1710	GI-13c	28.9038	22.3191	0.0245
49.1730	GI-13c	34.9468	26.6364	0.0190
49.1750	GI-13c	20.9754	26.7921	0.0180
49.1770	GI-13c	46.7257	64.7445	0.0220
49.1790	GI-13c	28.8467	46.0753	0.0185
49.1810	GI-13c	30.7033	44.7137	0.0160
49.1830	GI-13c	29.5411	47.0350	0.0205
49.1850	GI-13c	26.5401	33.3524	0.0210
49.1870	GI-13c	30.2289	31.4394	0.0135
49.1890	GI-13c	25.0377	32.6613	0.0315
49.1910	GI-13c	26.6784	28.0805	0.0190
49.1930	GI-13c	17.6552	32.9416	0.0140
49.1950	GI-13c	20.3925	27.6683	0.0235
49.1970	GI-13c	16.8407	29.8751	0.0235
49.1990	GI-13c	29.0450	30.4658	0.0275
49.2010	GI-13c	39.5842	33.4471	0.0165
49.2030	GI-13c	37.2154	39.2934	0.0135
49.2050	GI-13c	46.3551	45.5500	0.0180
49.2070	GI-13c	23.6346	31.7554	0.0215
49.2090	GI-13c	31.7550	39.4881	0.0225
49.2110	GI-13c	30.8665	37.1656	0.0230
49.2130	GI-13c	44.3921	55.3507	0.0235
49.2150	GI-13c	28.6662	40.8733	0.0195
49.2170	GI-13c	34.7870	37.6558	0.0215
49.2190	GI-13c	44.3623	47.3467	0.0160
49.2210	GI-13c	49.0371	70.9899	0.0195
49.2230	GI-13c	37.8624	67.7212	0.0140
49.2250	GI-13c	37.3223	58.6165	0.0130
49.2270	GI-13c	42.7623	67.2917	0.0195
49.2290	GI-13c	35.0281	53.1825	0.0190
49.2310	GI-13c	30.7573	48.1752	0.0265
49.2330	GI-13c	79.0651	132.7122	0.0155
49.2350	GI-13c	78.8075	128.8288	0.0200
49.2370	GI-13c	70.6906	130.2370	0.0170
49.2390	GI-13c	54.1034	149.4794	0.0195
49.2410	GI-13c	56.0867	109.9539	0.0175
49.2430	GI-13c			0.0160
49.2450	GI-13c			0.0130
49.2470	GI-13c	37.7382	61.7905	0.0200
49.2490	GI-13c	34.7429	66.2109	0.0165
49.2510	GI-13c	89.3680	287.5584	0.0115
49.2530	GI-13c	50.7557	199.7748	0.0125
49.2550	GI-13c	41.1044	116.4476	0.0200
49.2570	GI-13c	73.2995	126.3201	0.0150
49.2590	GI-13c	55.2632	128.4393	0.0195
49.2610	GI-13c	46.4071	132.4967	0.0195
49.2630	GI-13c	68.7290	166.1473	0.0160
49.2650	GI-13c	61.7531	134.4090	0.0135
49.2670	GI-13c	43.8897	113.7428	0.0135
49.2690	GI-13c	66.4121	198.5824	0.0150
49.2710	GI-13c	88.8600	189.0214	0.0130
49.2730	GI-13c	64.7231	162.0665	0.0165
49.2750	GI-13c	52.3623	139.3402	0.0150
49.2770	GI-13c	44.3814	123.2980	0.0190
49.2790	GI-13c	31.8182	132.2061	0.0160
49.2810	GI-13c	35.3331	111.1794	0.0145
49.2830	GI-13c	40.5850	129.5307	0.0130
49.2850	GI-13c	24.9101	113.6073	0.0180
49.2870	GI-13c	35.6259	142.8903	0.0095
49.2890	GI-13c	37.2669	148.8546	0.0140
49.2910	GI-13c	63.6528	171.8477	0.0180
49.2930	GI-13c	55.7313	150.1375	0.0160
49.2950	GI-13c	45.8457	128.5841	0.0155
49.2970	GI-13c	46.3595	131.8078	0.0135
49.2990	GI-13c	40.5932	130.9043	0.0135
49.3010	GI-13c	65.7346	161.2907	0.0195
49.3030	GI-13c	75.8183	232.3227	0.0150
49.3050	GI-13c	47.9279	160.9015	0.0105
49.3070	GI-13c	51.7601	178.4480	0.0115
49.3090	GI-13c	68.6374	184.2954	0.0105
49.3110	GI-13c	75.5780	143.2599	0.0140
49.3130	GI-13c	31.4008	115.3466	0.0150
49.3150	GI-13c	22.7469	99.4400	0.0185
49.3170	GI-13c	43.3354	152.1067	0.0165
49.3190	GI-13c	66.9784	164.6121	0.0110
49.3210	GI-13c	66.4149	208.8734	0.0125
49.3230	GI-13c	41.9471	232.7785	0.0125
49.3250	GI-13c	43.8935	174.1159	0.0120
49.3270	GI-13c	58.5667	190.0276	0.0125
49.3290	GI-13c	70.2294	209.4783	0.0125
49.3310	GI-13c	78.1162	241.8029	0.0180
49.3330	GI-13c	46.7095	171.6284	0.0135
49.3350	GI-13c	73.4654	353.8387	0.0145
49.3370	GI-13c	46.8669	200.5825	0.0115
49.3390	GI-13c	44.7678	139.5094	0.0130
49.3410	GI-13c	73.8239	182.2995	0.0110
49.3430	GI-13c	61.7084	190.5469	0.0150
49.3450	GI-13c	43.4069	134.2621	0.0210
49.3470	GI-13c	46.6681	125.4409	0.0140
49.3490	GI-13c	81.4965	330.2088	0.0145
49.3510	GI-13c	61.6934	206.2166	0.0120
49.3530	GI-13c	52.7847	157.9349	0.0125
49.3550	GI-13c	61.1951	161.1564	0.0105
49.3570	GI-13c	67.1114	172.4494	0.0150
49.3590	GI-13c			0.0165
49.3610	GI-13c	92.7271	140.7764	0.0100
49.3630	GI-13c	81.8803	150.5938	0.0115
49.3650	GI-13c	66.4891	148.9574	0.0130
49.3670	GI-13c	66.6972	152.8147	0.0130
49.3690	GI-13c	51.3585	151.2092	0.0090
49.3710	GI-13c	41.6036	108.3645	0.0120
49.3730	GI-13c	60.3073	122.7335	0.0130
49.3750	GI-13c	68.2819	256.8151	0.0140
49.3770	GI-13c	38.6857	185.6932	0.0145
49.3790	GI-13c	35.4731	127.3997	0.0135
49.3810	GI-13c	46.7854	155.3868	0.0135
49.3830	GI-13c	63.8929	184.9051	0.0095
49.3850	GI-13c	66.1723	212.5226	0.0125
49.3870	GI-13c	83.2303	327.6324	0.0115
49.3890	GI-13c	46.3958	347.3726	0.0155
49.3910	GI-13c	65.9918	178.3736	0.0155
49.3930	GI-13c	67.8269	315.5232	0.0140
49.3950	GI-13c	79.5923	347.4321	0.0165
49.3970	GI-13c	75.1709	217.9405	0.0155
49.3990	GI-13c	60.3335	179.2168	0.0110
49.4010	GI-13c	102.8590	218.5275	0.0130
49.4030	GI-13c	80.4071	173.4077	0.0160
49.4050	GI-13c	112.9123	243.4480	0.0120
53.9950	GI-14e	29.9377	58.1542	0.0120
53.9970	GI-14e	28.1465	37.8444	0.0210
53.9990	GI-14e	27.9860	34.0956	0.0230
54.0010	GI-14e	31.7373	33.0026	0.0215
54.0030	GI-14e	18.2624	25.6274	0.0205
54.0050	GI-14e	31.1727	28.2267	0.0270
54.0070	GI-14e	27.1355	23.5018	0.0250
54.0090	GI-14e	29.6176	27.1388	0.0245
54.0110	GI-14e	27.7597	33.2770	0.0200
54.0130	GI-14e	34.2344	39.7295	0.0225
54.0150	GI-14e	26.4788	33.1059	0.0185
54.0170	GI-14e	27.5459	35.8656	0.0200
54.0190	GI-14e	25.4524	31.0144	0.0210
54.0210	GI-14e	20.8631	26.5130	0.0175
54.0230	GI-14e	16.3946	21.4914	0.0315
54.0250	GI-14e	37.4893	23.6464	0.0235
54.0270	GI-14e	32.7354	32.1743	0.0200
54.0290	GI-14e	26.9128	31.2349	0.0260
54.0310	GI-14e	26.5951	24.2127	0.0195
54.0330	GI-14e	23.9944	31.2549	0.0155
54.0350	GI-14e	22.5617	35.5891	0.0220
54.0370	GI-14e	43.6312	38.9128	0.0190
54.0390	GI-14e	35.5316	29.7550	0.0195
54.0410	GI-14e	42.5148	29.3245	0.0250
54.0430	GI-14e	22.2631	30.2351	0.0230
54.0450	GI-14e	32.4311	32.6000	0.0115
54.0470	GI-14e	24.5173	41.0150	0.0160
54.0490	GI-14e	39.7959	28.4075	0.0230
54.0510	GI-14e	38.8327	32.7846	0.0220
54.0530	GI-14e	29.5086	25.7308	0.0200
54.0550	GI-14e	29.1488	38.8071	0.0190
54.0570	GI-14e	44.4741	47.8700	0.0190
54.0590	GI-14e	35.7986	33.7713	0.0160
54.0610	GI-14e	38.5312	33.7565	0.0175
54.0630	GI-14e	27.6469	35.1151	0.0260
54.0650	GI-14e	32.9427	48.2057	0.0150
54.0670	GI-14e	23.9739	52.9741	0.0185
54.0690	GI-14e	40.4186	41.1932	0.0155
54.0710	GI-14e	31.7993	41.4554	0.0175
54.0730	GI-14e	25.6206	50.6304	0.0155
54.0750	GI-14e	26.2880	45.7489	0.0140
54.0770	GI-14e	25.6865	40.7888	0.0190
54.0790	GI-14e	33.5873	47.6976	0.0285
54.0810	GI-14e	23.2112	34.8956	0.0205
54.0830	GI-14e	42.9386	33.5583	0.0195
54.0850	GI-14e	37.1690	30.3322	0.0230
54.0870	GI-14e	42.6479	33.3011	0.0175
54.0890	GI-14e	27.4735	33.5225	0.0150
54.0910	GI-14e	31.7701	32.8008	0.0150
54.0930	GI-14e	34.8356	29.9862	0.0200
54.0950	GI-14e	30.1632	32.0866	0.0295
54.0970	GI-14e	37.4619	70.7634	0.0185
54.0990	GI-14e	28.8113	47.1943	0.0160
54.1010	GI-14e	37.7697	39.6877	0.0215
54.1030	GI-14e	46.3637	45.5735	0.0230
54.1050	GI-14e	34.9244	53.8826	0.0250
54.1070	GI-14e	25.5900	39.2044	0.0220
54.1090	GI-14e	47.1301	49.3416	0.0255
54.1110	GI-14e	53.5175	63.4615	0.0170
54.1130	GI-14e	45.5253	68.2269	0.0155
54.1150	GI-14e	78.4193	80.1771	0.0130
54.1170	GI-14e	37.8008	72.1607	0.0170
54.1190	GI-14e	28.3868	43.3472	0.0175
54.1210	GI-14e	23.3332	48.2320	0.0170
54.1230	GI-14e	27.4831	45.4780	0.0270
54.1250	GI-14e	24.6684	39.7731	0.0280
54.1270	GI-14e	24.3009	75.8016	0.0210
54.1290	GI-14e	26.6043	92.2144	0.0205
54.1310	GI-14e	21.7862	40.1400	0.0295
54.1330	GI-14e	22.9421	19.9760	0.0235
54.1350	GI-14e	30.3235	20.8711	0.0225
54.1370	GI-14e	36.4965	24.5336	0.0270
54.1390	GI-14e	30.3149	25.7310	0.0255
54.1410	GI-14e	43.3785	33.2529	0.0250
54.1430	GI-14e	36.1869	49.0114	0.0215
54.1450	GI-14e	46.8935	38.2427	0.0245
54.1470	GI-14e	29.1636	26.8687	0.0215
54.1490	GI-14e	28.4950	26.1406	0.0205
54.1510	GI-14e	23.9353	25.9846	0.0195
54.1530	GI-14e	38.5373	36.6660	0.0205
54.1550	GI-14e	49.1748	43.2697	0.0225
54.1570	GI-14e	30.4444	39.7593	0.0250
54.1590	GI-14e	51.9040	32.5328	0.0170
54.1610	GI-14e	49.6352	38.6786	0.0150
54.1630	GI-14e	41.2176	43.6866	0.0195
54.1650	GI-14e	34.6122	40.9442	0.0190
54.1670	GI-14e	28.5632	53.2306	0.0210
54.1690	GI-14e	72.5361	96.8171	0.0220
54.1710	GI-14e	68.2335	110.7985	0.0140
54.1730	GI-14e	46.8653	87.3436	0.0160
54.1750	GI-14e	73.2863	139.3607	0.0175
54.1770	GI-14e	97.5026	165.9696	0.0155
54.1790	GI-14e	75.7903	157.4366	0.0125
54.1810	GI-14e	52.0853	160.9719	0.0120
54.1830	GI-14e	74.5039	199.5423	0.0110
54.1850	GI-14e	68.3160	174.4917	0.0135
54.1870	GI-14e	87.1968	198.6091	0.0130
54.1890	GI-14e	77.1282	249.4936	0.0130
54.1910	GI-14e	75.4711	184.3207	0.0100
54.1930	GI-14e	79.9885	224.1766	0.0140
54.1950	GI-14e	62.6732	216.7126	0.0150
54.1970	GI-14e	51.0260	151.2363	0.0165
54.1990	GI-14e	59.2427	163.5770	0.0135
54.2010	GI-14e	86.7733	207.0947	0.0105
54.2030	GI-14e	70.0937	184.3833	0.0110
54.2050	GI-14e	60.8247	204.3458	0.0125
54.2070	GI-14e	61.7918	206.1362	0.0115
54.2090	GI-14e	37.6292	158.4934	0.0140
54.2110	GI-14e	72.6629	169.6504	0.0135
54.2130	GI-14e	52.5571	147.2843	0.0125
54.2150	GI-14e	61.1330	188.2716	0.0175
54.2170	GI-14e	70.9511	203.9327	0.0130
54.2190	GI-14e	80.3905	217.5432	0.0145
54.2210	GI-14e	37.1961	151.3958	0.0130
54.2230	GI-14e	78.4954	202.2821	0.0120
54.2250	GI-14e	89.4807	202.8969	0.0115
54.2270	GI-14e	56.8929	186.3154	0.0090
54.2290	GI-14e	57.3191	186.1698	0.0140
54.2310	GI-14e	81.6500	133.2059	0.0115
54.2330	GI-14e	54.1623	131.9357	0.0165
54.2350	GI-14e	56.2932	139.4046	0.0180
54.2370	GI-14e	112.9667	194.0114	0.0115
54.2390	GI-14e	86.1291	193.8450	0.0120
54.2410	GI-14e	97.6900	198.2601	0.0095
54.2430	GI-14e	46.6452	139.8768	0.0110
54.2450	GI-14e	31.3671	102.3773	0.0135
54.2470	GI-14e	57.8677	144.3616	0.0105
54.2490	GI-14e	79.6559	191.6874	0.0105
54.2510	GI-14e	79.5152	203.8358	0.0095
54.2530	GI-14e	87.0973	205.0612	0.0130
54.2550	GI-14e	55.6335	199.7629	0.0140
54.2570	GI-14e	93.0485	212.8838	0.0105
54.2590	GI-14e	84.2932	289.3769	0.0140
54.2610	GI-14e	48.0764	200.0144	0.0145
54.2630	GI-14e	86.3536	199.6969	0.0120
54.2650	GI-14e	54.0383	186.8011	0.0145
54.2670	GI-14e	69.1831	198.3332	0.0100
54.2690	GI-14e	49.1840	178.6382	0.0185
54.2710	GI-14e	106.8523	409.0924	0.0090
54.2730	GI-14e	93.0906	535.3452	0.0100
54.2750	GI-14e	44.2519	260.5134	0.0175
54.2770	GI-14e	31.6385	159.7273	0.0145
54.2790	GI-14e	72.6159	252.9779	0.0155
54.2810	GI-14e	87.2408	208.2542	0.0135
54.2830	GI-14e	67.1953	202.0946	0.0120
54.2850	GI-14e	66.0082	177.8577	0.0160
54.2870	GI-14e	87.2317	235.8112	0.0140
54.2890	GI-14e	59.4113	212.7614	0.0150
54.2910	GI-14e	44.5209	159.7057	0.0175
54.2930	GI-14e	61.4460	168.8167	0.0095
54.2950	GI-14e	45.7626	174.2223	0.0115
54.2970	GI-14e	70.8635	189.2805	0.0145
54.2990	GI-14e	71.6008	180.5172	0.0125
54.3010	GI-14e	97.2570	232.3808	0.0105
54.3030	GI-14e	87.1049	235.7185	0.0135
54.3050	GI-14e	55.3506	204.9888	0.0190
54.3070	GI-14e	62.0195	177.9138	0.0130
54.3090	GI-14e	77.3098	244.9623	0.0100
54.3110	GI-14e	82.9601	228.3963	0.0110
54.3130	GI-14e	63.6580	184.6210	0.0130
54.3150	GI-14e	88.1620	211.5827	0.0180
54.3170	GI-14e	59.4129	187.3363	0.0125
54.3190	GI-14e	68.5743	213.6595	0.0105
54.3210	GI-14e	76.1188	201.2795	0.0105
54.3230	GI-14e	69.8020	178.5213	0.0175
54.3250	GI-14e	56.7071	168.9701	0.0165
54.3270	GI-14e	60.2691	196.4313	0.0105
54.3290	GI-14e	66.2400	204.4449	0.0095
54.3310	GI-14e	59.6543	202.4041	0.0110
54.3330	GI-14e	60.5387	183.8170	0.0115
54.3350	GI-14e	95.9942	222.1144	0.0115
54.3370	GI-14e	100.4621	282.4190	0.0120
54.3390	GI-14e	97.0193	288.2653	0.0100
54.3410	GI-14e	106.9753	327.9412	0.0085
54.3430	GI-14e	84.6803	269.2731	0.0115
54.3450	GI-14e	47.1214	143.2559	0.0120
54.3470	GI-14e	57.6149	144.1768	0.0125
54.3490	GI-14e	87.1180	199.8479	0.0160
54.3510	GI-14e	91.4141	267.3737	0.0090
54.3530	GI-14e	61.0082	222.2688	0.0115
54.3550	GI-14e	45.0262	179.5571	0.0140
54.3570	GI-14e	38.4902	135.9907	0.0120
